0.000,6.446e-01
0.010,6.692e-01
0.020,6.264e-01
0.030,5.691e-01
0.040,5.644e-01
0.050,5.145e-01
0.060,4.291e-01
0.070,3.542e-01
0.080,2.926e-01
0.090,1.983e-01
0.100,1.167e-01
0.110,2.246e-02
0.120,-8.935e-02
0.130,-1.441e-01
0.140,-2.751e-01
0.150,-3.343e-01
0.160,-3.876e-01
0.170,-4.866e-01
0.180,-5.304e-01
0.190,-5.719e-01
0.200,-6.055e-01
0.210,-6.246e-01
0.220,-6.255e-01
0.230,-6.796e-01
0.240,-6.570e-01
0.250,-6.030e-01
0.260,-5.844e-01
0.270,-4.944e-01
0.280,-4.441e-01
0.290,-3.594e-01
0.300,-2.794e-01
0.310,-2.124e-01
0.320,-1.569e-01
0.330,-2.996e-02
0.340,7.954e-02
0.350,1.727e-01
0.360,2.577e-01
0.370,3.211e-01
0.380,3.935e-01
0.390,4.770e-01
0.400,5.568e-01
0.410,5.695e-01
0.420,6.466e-01
0.430,6.563e-01
0.440,6.591e-01
0.450,6.186e-01
0.460,6.308e-01
0.470,6.049e-01
0.480,5.435e-01
0.490,5.351e-01
0.500,4.299e-01
0.510,3.792e-01
0.520,3.658e-01
0.530,2.278e-01
0.540,1.307e-01
0.550,6.532e-02
0.560,-7.132e-02
0.570,-1.089e-01
0.580,-2.302e-01
0.590,-3.082e-01
0.600,-3.373e-01
0.610,-4.317e-01
0.620,-5.116e-01
0.630,-5.899e-01
0.640,-6.021e-01
0.650,-6.053e-01
0.660,-6.751e-01
0.670,-6.343e-01
0.680,-6.602e-01
0.690,-6.325e-01
0.700,-5.951e-01
0.710,-5.414e-01
0.720,-4.605e-01
0.730,-4.216e-01
0.740,-3.106e-01
0.750,-2.581e-01
0.760,-1.281e-01
0.770,-9.857e-02
0.780,1.808e-02
0.790,8.828e-02
0.800,1.796e-01
0.810,2.889e-01
0.820,3.646e-01
0.830,4.223e-01
0.840,4.939e-01
0.850,5.509e-01
0.860,6.249e-01
0.870,6.381e-01
0.880,6.420e-01
0.890,6.325e-01
0.900,6.361e-01
0.910,6.407e-01
0.920,5.924e-01
0.930,5.266e-01
0.940,4.836e-01
0.950,4.373e-01
0.960,3.437e-01
0.970,2.827e-01
0.980,1.811e-01
0.990,5.043e-02
1.000,3.566e-03
1.010,-1.014e-01
1.020,-1.329e-01
1.030,-2.858e-01
1.040,-3.919e-01
1.050,-4.384e-01
1.060,-5.154e-01
1.070,-5.154e-01
1.080,-6.046e-01
1.090,-6.115e-01
1.100,-6.155e-01
1.110,-6.741e-01
1.120,-6.427e-01
1.130,-6.046e-01
1.140,-6.030e-01
1.150,-5.245e-01
