0.000,6.500e-01
0.010,6.435e-01
0.020,6.242e-01
0.030,5.924e-01
0.040,5.487e-01
0.050,4.942e-01
0.060,4.297e-01
0.070,3.567e-01
0.080,2.765e-01
0.090,1.908e-01
0.100,1.014e-01
0.110,9.855e-03
0.120,-8.185e-02
0.130,-1.719e-01
0.140,-2.586e-01
0.150,-3.400e-01
0.160,-4.147e-01
0.170,-4.811e-01
0.180,-5.379e-01
0.190,-5.840e-01
0.200,-6.184e-01
0.210,-6.404e-01
0.220,-6.497e-01
0.230,-6.460e-01
0.240,-6.294e-01
0.250,-6.002e-01
0.260,-5.591e-01
0.270,-5.067e-01
0.280,-4.443e-01
0.290,-3.730e-01
0.300,-2.942e-01
0.310,-2.096e-01
0.320,-1.208e-01
0.330,-2.955e-02
0.340,6.226e-02
0.350,1.528e-01
0.360,2.404e-01
0.370,3.231e-01
0.380,3.994e-01
0.390,4.677e-01
0.400,5.266e-01
0.410,5.751e-01
0.420,6.120e-01
0.430,6.368e-01
0.440,6.488e-01
0.450,6.479e-01
0.460,6.340e-01
0.470,6.075e-01
0.480,5.689e-01
0.490,5.188e-01
0.500,4.585e-01
0.510,3.890e-01
0.520,3.117e-01
0.530,2.282e-01
0.540,1.401e-01
0.550,4.923e-02
0.560,-4.262e-02
0.570,-1.336e-01
0.580,-2.219e-01
0.590,-3.058e-01
0.600,-3.836e-01
0.610,-4.538e-01
0.620,-5.148e-01
0.630,-5.656e-01
0.640,-6.051e-01
0.650,-6.325e-01
0.660,-6.473e-01
0.670,-6.492e-01
0.680,-6.381e-01
0.690,-6.142e-01
0.700,-5.781e-01
0.710,-5.305e-01
0.720,-4.722e-01
0.730,-4.046e-01
0.740,-3.288e-01
0.750,-2.465e-01
0.760,-1.593e-01
0.770,-6.886e-02
0.780,2.293e-02
0.790,1.143e-01
0.800,2.033e-01
0.810,2.883e-01
0.820,3.675e-01
0.830,4.394e-01
0.840,5.026e-01
0.850,5.556e-01
0.860,5.976e-01
0.870,6.277e-01
0.880,6.452e-01
0.890,6.499e-01
0.900,6.415e-01
0.910,6.204e-01
0.920,5.869e-01
0.930,5.416e-01
0.940,4.856e-01
0.950,4.198e-01
0.960,3.457e-01
0.970,2.646e-01
0.980,1.783e-01
0.990,8.842e-02
1.000,-3.230e-03
1.010,-9.481e-02
1.020,-1.845e-01
1.030,-2.705e-01
1.040,-3.511e-01
1.050,-4.247e-01
1.060,-4.898e-01
1.070,-5.452e-01
1.080,-5.896e-01
1.090,-6.223e-01
1.100,-6.425e-01
1.110,-6.500e-01
1.120,-6.444e-01
1.130,-6.260e-01
1.140,-5.951e-01
1.150,-5.523e-01
1.160,-4.984e-01
1.170,-4.347e-01
1.180,-3.622e-01
1.190,-2.825e-01
1.200,-1.972e-01
1.210,-1.079e-01
1.220,-1.648e-02
1.230,7.527e-02
1.240,1.655e-01
1.250,2.525e-01
1.260,3.344e-01
1.270,4.096e-01
1.280,4.766e-01
1.290,5.342e-01
1.300,5.810e-01
1.310,6.163e-01
1.320,6.393e-01
1.330,6.495e-01
1.340,6.467e-01
1.350,6.310e-01
1.360,6.027e-01
1.370,5.624e-01
1.380,5.109e-01
1.390,4.491e-01
1.400,3.784e-01
1.410,3.001e-01
1.420,2.159e-01
1.430,1.273e-01
1.440,3.617e-02
1.450,-5.567e-02
1.460,-1.464e-01
1.470,-2.342e-01
1.480,-3.173e-01
1.490,-3.941e-01
1.500,-4.630e-01
1.510,-5.227e-01
1.520,-5.719e-01
1.530,-6.098e-01
1.540,-6.354e-01
1.550,-6.484e-01
1.560,-6.484e-01
1.570,-6.354e-01
1.580,-6.098e-01
1.590,-5.720e-01
1.600,-5.228e-01
1.610,-4.631e-01
1.620,-3.942e-01
1.630,-3.175e-01
1.640,-2.343e-01
1.650,-1.466e-01
1.660,-5.583e-02
1.670,3.601e-02
1.680,1.271e-01
1.690,2.157e-01
1.700,3.000e-01
1.710,3.783e-01
1.720,4.490e-01
1.730,5.108e-01
1.740,5.623e-01
1.750,6.027e-01
1.760,6.310e-01
1.770,6.467e-01
1.780,6.495e-01
1.790,6.393e-01
1.800,6.164e-01
1.810,5.811e-01
1.820,5.343e-01
1.830,4.768e-01
1.840,4.097e-01
1.850,3.345e-01
1.860,2.526e-01
1.870,1.657e-01
1.880,7.544e-02
1.890,-1.631e-02
1.900,-1.077e-01
1.910,-1.970e-01
1.920,-2.824e-01
1.930,-3.621e-01
1.940,-4.345e-01
1.950,-4.983e-01
1.960,-5.522e-01
1.970,-5.950e-01
1.980,-6.259e-01
1.990,-6.444e-01
2.000,-6.500e-01
2.010,-6.426e-01
2.020,-6.223e-01
2.030,-5.897e-01
2.040,-5.453e-01
2.050,-4.899e-01
2.060,-4.248e-01
2.070,-3.513e-01
2.080,-2.707e-01
2.090,-1.847e-01
2.100,-9.498e-02
2.110,-3.396e-03
2.120,8.825e-02
2.130,1.781e-01
2.140,2.645e-01
2.150,3.455e-01
2.160,4.197e-01
2.170,4.854e-01
2.180,5.415e-01
2.190,5.868e-01
2.200,6.203e-01
2.210,6.415e-01
2.220,6.499e-01
2.230,6.452e-01
2.240,6.277e-01
2.250,5.977e-01
2.260,5.557e-01
2.270,5.027e-01
2.280,4.396e-01
2.290,3.677e-01
2.300,2.885e-01
2.310,2.035e-01
2.320,1.144e-01
2.330,2.310e-02
2.340,-6.869e-02
2.350,-1.591e-01
2.360,-2.464e-01
2.370,-3.287e-01
2.380,-4.044e-01
2.390,-4.721e-01
2.400,-5.304e-01
2.410,-5.780e-01
2.420,-6.142e-01
2.430,-6.380e-01
2.440,-6.492e-01
2.450,-6.473e-01
2.460,-6.326e-01
2.470,-6.052e-01
2.480,-5.657e-01
2.490,-5.149e-01
2.500,-4.539e-01
2.510,-3.838e-01
2.520,-3.060e-01
2.530,-2.221e-01
2.540,-1.338e-01
2.550,-4.278e-02
2.560,4.906e-02
2.570,1.399e-01
2.580,2.280e-01
2.590,3.115e-01
2.600,3.888e-01
2.610,4.584e-01
2.620,5.187e-01
2.630,5.688e-01
2.640,6.074e-01
2.650,6.340e-01
2.660,6.479e-01
2.670,6.488e-01
2.680,6.368e-01
2.690,6.121e-01
2.700,5.751e-01
2.710,5.267e-01
2.720,4.678e-01
2.730,3.995e-01
2.740,3.232e-01
2.750,2.405e-01
2.760,1.530e-01
2.770,6.243e-02
